,Unnamed: 0,reaction,solved,input_reaction,rules,solved_by,confidence,R-ids,datasets,correct_reaction,wrong_reactions
3098,3098,COC(=O)C(C)(C)CC(=O)CSC(C)(C)C.COc1cccc(NN)c1>>COC(=O)C(C)(C)Cc1[nH]c2cc(OC)ccc2c1SC(C)(C)C.[NH4+].[OH-],True,COC(=O)C(C)(C)CC(=O)CSC(C)(C)C.COc1cccc(NN)c1>>COC(=O)C(C)(C)Cc1[nH]c2cc(OC)ccc2c1SC(C)(C)C,,rule-based,,[],"['USPTO_unbalance_class', 'USPTO_diff']",,[]
3099,3099,NNc1ccccc1.O=C(O)CCC(=O)c1ccc(Cl)c(S(=O)(=O)NC2CCCCC2)c1>>O=C(O)Cc1c(-c2ccc(Cl)c(S(=O)(=O)NC3CCCCC3)c2)[nH]c2ccccc12.[NH4+].[OH-],True,NNc1ccccc1.O=C(O)CCC(=O)c1ccc(Cl)c(S(=O)(=O)NC2CCCCC2)c1>>O=C(O)Cc1c(-c2ccc(Cl)c(S(=O)(=O)NC3CCCCC3)c2)[nH]c2ccccc12,,rule-based,,[],['USPTO_diff'],,[]
3100,3100,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccccc3)CC2)c1.COc1ccc(NN)cc1>>COc1ccc2[nH]c(-c3ccccc3)c(CCCN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2c1.[NH4+].[OH-],True,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccccc3)CC2)c1.COc1ccc(NN)cc1>>COc1ccc2[nH]c(-c3ccccc3)c(CCCN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2c1,,rule-based,,[],['USPTO_diff'],,[]
3101,3101,NNc1ccc(Br)cn1.O=C(Cc1ccccc1)c1ncco1>>Brc1cnc2[nH]c(-c3ncco3)c(-c3ccccc3)c2c1.[NH4+].[OH-],True,NNc1ccc(Br)cn1.O=C(Cc1ccccc1)c1ncco1>>Brc1cnc2[nH]c(-c3ncco3)c(-c3ccccc3)c2c1,,rule-based,,[],['USPTO_diff'],,[]
3102,3102,COc1ccc2c(c1)C(=O)CC2.NNc1ccccc1>>COc1ccc2c(c1)-c1[nH]c3ccccc3c1C2.[NH4+].[OH-],True,COc1ccc2c(c1)C(=O)CC2.NNc1ccccc1>>COc1ccc2c(c1)-c1[nH]c3ccccc3c1C2,,rule-based,,[],['USPTO_diff'],,[]
3103,3103,CCOC(=O)c1cccc(SCC(C)=O)c1.Cc1c(Cl)cccc1NN>>CCOC(=O)c1cccc(Sc2c(C)[nH]c3c(C)c(Cl)ccc23)c1.[NH4+].[OH-],True,CCOC(=O)c1cccc(SCC(C)=O)c1.Cc1c(Cl)cccc1NN>>CCOC(=O)c1cccc(Sc2c(C)[nH]c3c(C)c(Cl)ccc23)c1,,rule-based,,[],['USPTO_diff'],,[]
3104,3104,CCOC(=O)C1CCCC(=O)C1.NNc1cc(Br)c(F)cc1C(=O)O>>CCOC(=O)C1CCc2c([nH]c3c(C(=O)O)cc(F)c(Br)c23)C1.[NH4+].[OH-],True,CCOC(=O)C1CCCC(=O)C1.NNc1cc(Br)c(F)cc1C(=O)O>>CCOC(=O)C1CCc2c([nH]c3c(C(=O)O)cc(F)c(Br)c23)C1,,rule-based,,[],['USPTO_diff'],,[]
3105,3105,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc(Br)cc3)CC2)c1.NNc1ccccc1>>CC(C)C(=O)Nc1cccc(C2CCN(CCCc3c(-c4ccc(Br)cc4)[nH]c4ccccc34)CC2)c1.[NH4+].[OH-],True,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc(Br)cc3)CC2)c1.NNc1ccccc1>>CC(C)C(=O)Nc1cccc(C2CCN(CCCc3c(-c4ccc(Br)cc4)[nH]c4ccccc34)CC2)c1,,rule-based,,[],['USPTO_diff'],,[]
3106,3106,CCOC(=O)CCC(C)=O.NNc1ccc(F)cc1>>CCOC(=O)Cc1c(C)[nH]c2ccc(F)cc12.[NH4+].[OH-],True,CCOC(=O)CCC(C)=O.NNc1ccc(F)cc1>>CCOC(=O)Cc1c(C)[nH]c2ccc(F)cc12,,rule-based,,[],['USPTO_diff'],,[]
3107,3107,NNc1ccccc1.O=C1CCCC1>>c1ccc2c3c([nH]c2c1)CCC3.[NH4+].[OH-],True,NNc1ccccc1.O=C1CCCC1>>c1ccc2c3c([nH]c2c1)CCC3,,rule-based,,[],['USPTO_diff'],,[]
3108,3108,CC(=O)CCCN1C(=O)c2ccccc2C1=O.NNc1ccc(NC(=O)c2ccc(F)cc2)cc1>>Cc1[nH]c2ccc(NC(=O)c3ccc(F)cc3)cc2c1CCN1C(=O)c2ccccc2C1=O.[NH4+].[OH-],True,CC(=O)CCCN1C(=O)c2ccccc2C1=O.NNc1ccc(NC(=O)c2ccc(F)cc2)cc1>>Cc1[nH]c2ccc(NC(=O)c3ccc(F)cc3)cc2c1CCN1C(=O)c2ccccc2C1=O,,rule-based,,[],['USPTO_diff'],,[]
3109,3109,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc(C(F)(F)F)cc3)CC2)c1.Cc1ccc(NN)cc1>>Cc1ccc2[nH]c(-c3ccc(C(F)(F)F)cc3)c(CCCN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2c1.[NH4+].[OH-],True,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc(C(F)(F)F)cc3)CC2)c1.Cc1ccc(NN)cc1>>Cc1ccc2[nH]c(-c3ccc(C(F)(F)F)cc3)c(CCCN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2c1,,rule-based,,[],['USPTO_diff'],,[]
3110,3110,CC(C)c1ccc(NN)cc1.COc1c(C)cc2c(c1C)CCC2=O>>COc1c(C)cc2c(c1C)Cc1c-2[nH]c2ccc(C(C)C)cc12.[NH4+].[OH-],True,CC(C)c1ccc(NN)cc1.COc1c(C)cc2c(c1C)CCC2=O>>COc1c(C)cc2c(c1C)Cc1c-2[nH]c2ccc(C(C)C)cc12,,rule-based,,[],['USPTO_diff'],,[]
3111,3111,CCOC(=O)C1CCCC(=O)C1.NNc1ccc(Br)cc1C(=O)O>>CCOC(=O)C1CCc2c([nH]c3c(C(=O)O)cc(Br)cc23)C1.[NH4+].[OH-],True,CCOC(=O)C1CCCC(=O)C1.NNc1ccc(Br)cc1C(=O)O>>CCOC(=O)C1CCc2c([nH]c3c(C(=O)O)cc(Br)cc23)C1,,rule-based,,[],['USPTO_diff'],,[]
3112,3112,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc(I)cc3)CC2)c1.NNc1ccccc1>>CC(C)C(=O)Nc1cccc(C2CCN(CCCc3c(-c4ccc(I)cc4)[nH]c4ccccc34)CC2)c1.[NH4+].[OH-],True,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc(I)cc3)CC2)c1.NNc1ccccc1>>CC(C)C(=O)Nc1cccc(C2CCN(CCCc3c(-c4ccc(I)cc4)[nH]c4ccccc34)CC2)c1,,rule-based,,[],['USPTO_diff'],,[]
3113,3113,CN1CCC(=O)CC1.Cc1csc2ccc(NN)cc12>>Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4.[NH4+].[OH-],True,CN1CCC(=O)CC1.Cc1csc2ccc(NN)cc12>>Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,,rule-based,,[],['USPTO_diff'],,[]
3114,3114,COC(=O)C(F)(C1CCCC(=O)C1)S(=O)(=O)c1ccccc1.NNc1ccc(Cl)cc1>>COC(=O)C(F)(C1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1.[NH4+].[OH-],True,COC(=O)C(F)(C1CCCC(=O)C1)S(=O)(=O)c1ccccc1.NNc1ccc(Cl)cc1>>COC(=O)C(F)(C1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1,,rule-based,,[],['USPTO_diff'],,[]
3115,3115,CCCC(=O)c1cccnc1.NNc1ccccc1>>CCc1c(-c2cccnc2)[nH]c2ccccc12.[NH4+].[OH-],True,CCCC(=O)c1cccnc1.NNc1ccccc1>>CCc1c(-c2cccnc2)[nH]c2ccccc12,,rule-based,,[],['USPTO_diff'],,[]
3116,3116,NNc1ccc(Br)cc1.O=C1CCNCC1>>Brc1ccc2[nH]c3c(c2c1)CNCC3.[NH4+].[OH-],True,NNc1ccc(Br)cc1.O=C1CCNCC1>>Brc1ccc2[nH]c3c(c2c1)CNCC3,,rule-based,,[],['USPTO_diff'],,[]
3117,3117,NNc1ccc(Br)cc1.O=CCCCCCl>>ClCCCc1c[nH]c2ccc(Br)cc12.[NH4+].[OH-],True,NNc1ccc(Br)cc1.O=CCCCCCl>>ClCCCc1c[nH]c2ccc(Br)cc12,,rule-based,,[],['USPTO_diff'],,[]
3118,3118,CN1CCC(=O)CC1.Cc1ccc(NN)c(Br)c1>>Cc1cc(Br)c2[nH]c3c(c2c1)CN(C)CC3.[NH4+].[OH-],True,CN1CCC(=O)CC1.Cc1ccc(NN)c(Br)c1>>Cc1cc(Br)c2[nH]c3c(c2c1)CN(C)CC3,,rule-based,,[],['USPTO_diff'],,[]
3119,3119,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3cccc(Cl)c3)CC2)c1.COc1ccc(NN)cc1>>COc1ccc2[nH]c(-c3cccc(Cl)c3)c(CCCN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2c1.[NH4+].[OH-],True,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3cccc(Cl)c3)CC2)c1.COc1ccc(NN)cc1>>COc1ccc2[nH]c(-c3cccc(Cl)c3)c(CCCN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2c1,,rule-based,,[],['USPTO_diff'],,[]
3120,3120,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc(I)cc3)CC2)c1.NNc1ccc(OC(F)(F)F)cc1>>CC(C)C(=O)Nc1cccc(C2CCN(CCCc3c(-c4ccc(I)cc4)[nH]c4ccc(OC(F)(F)F)cc34)CC2)c1.[NH4+].[OH-],True,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc(I)cc3)CC2)c1.NNc1ccc(OC(F)(F)F)cc1>>CC(C)C(=O)Nc1cccc(C2CCN(CCCc3c(-c4ccc(I)cc4)[nH]c4ccc(OC(F)(F)F)cc34)CC2)c1,,rule-based,,[],['USPTO_diff'],,[]
3121,3121,CCC(=O)c1cc(C)c(OC)c(C)c1.NNc1ccccc1>>COc1c(C)cc(-c2[nH]c3ccccc3c2C)cc1C.[NH4+].[OH-],True,CCC(=O)c1cc(C)c(OC)c(C)c1.NNc1ccccc1>>COc1c(C)cc(-c2[nH]c3ccccc3c2C)cc1C,,rule-based,,[],['USPTO_diff'],,[]
3122,3122,CC(C#N)(C1CCCC(=O)C1)S(=O)(=O)c1ccccc1.Cc1ccc(NN)cc1>>Cc1ccc2[nH]c3c(c2c1)CCC(C(C)(C#N)S(=O)(=O)c1ccccc1)C3.[NH4+].[OH-],True,CC(C#N)(C1CCCC(=O)C1)S(=O)(=O)c1ccccc1.Cc1ccc(NN)cc1>>Cc1ccc2[nH]c3c(c2c1)CCC(C(C)(C#N)S(=O)(=O)c1ccccc1)C3,,rule-based,,[],['USPTO_diff'],,[]
3123,3123,CC1(C)CC(=O)c2ccccc21.NNc1ccccc1>>CC1(C)c2ccccc2-c2[nH]c3ccccc3c21.[NH4+].[OH-],True,CC1(C)CC(=O)c2ccccc21.NNc1ccccc1>>CC1(C)c2ccccc2-c2[nH]c3ccccc3c21,,rule-based,,[],['USPTO_diff'],,[]
3124,3124,CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccc(CN)c3)cc2C1.O=C(Cl)CCCCl>>CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccc(CN4CCCC4=O)c3)cc2C1.[H+].[H+].[Cl-].[Cl-],True,CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccc(CN)c3)cc2C1.O=C(Cl)CCCCl>>CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccc(CN4CCCC4=O)c3)cc2C1,,rule-based,,[],['USPTO_diff'],,[]
3125,3125,Nc1cc(Oc2ncccn2)c(Cl)cc1F.S=C(Cl)Cl>>Fc1cc(Cl)c(Oc2ncccn2)cc1N=C=S.[H+].[H+].[Cl-].[Cl-],True,Nc1cc(Oc2ncccn2)c(Cl)cc1F.S=C(Cl)Cl>>Fc1cc(Cl)c(Oc2ncccn2)cc1N=C=S,,rule-based,,[],['USPTO_diff'],,[]
3126,3126,Cc1cc2c(N)c(F)cc(Cl)c2o1.S=C(Cl)Cl>>Cc1cc2c(N=C=S)c(F)cc(Cl)c2o1.[H+].[H+].[Cl-].[Cl-],True,Cc1cc2c(N)c(F)cc(Cl)c2o1.S=C(Cl)Cl>>Cc1cc2c(N=C=S)c(F)cc(Cl)c2o1,,rule-based,,[],['USPTO_diff'],,[]
3127,3127,COc1cc(OC)c(CN)c(OC)c1.S=C(Cl)Cl>>COc1cc(OC)c(CN=C=S)c(OC)c1.[H+].[H+].[Cl-].[Cl-],True,COc1cc(OC)c(CN)c(OC)c1.S=C(Cl)Cl>>COc1cc(OC)c(CN=C=S)c(OC)c1,,rule-based,,[],['USPTO_diff'],,[]
3128,3128,NCc1ccoc1.S=C(Cl)Cl>>S=C=NCc1ccoc1.[H+].[H+].[Cl-].[Cl-],True,NCc1ccoc1.S=C(Cl)Cl>>S=C=NCc1ccoc1,,rule-based,,[],['USPTO_diff'],,[]
3129,3129,N#CN.O=C(Cl)CCCCCl>>N#CN1CCCCC1=O.[H+].[H+].[Cl-].[Cl-],True,N#CN.O=C(Cl)CCCCCl>>N#CN1CCCCC1=O,,rule-based,,[],['USPTO_diff'],,[]
3130,3130,CC(C)Oc1cccc(N)c1.S=C(Cl)Cl>>CC(C)Oc1cccc(N=C=S)c1.[H+].[H+].[Cl-].[Cl-],True,CC(C)Oc1cccc(N)c1.S=C(Cl)Cl>>CC(C)Oc1cccc(N=C=S)c1,,rule-based,,[],['USPTO_diff'],,[]
3131,3131,CC(C)(C)c1cc(N)ccc1C#N.S=C(Cl)Cl>>CC(C)(C)c1cc(N=C=S)ccc1C#N.[H+].[H+].[Cl-].[Cl-],True,CC(C)(C)c1cc(N)ccc1C#N.S=C(Cl)Cl>>CC(C)(C)c1cc(N=C=S)ccc1C#N,,rule-based,,[],['USPTO_diff'],,[]
3132,3132,N#Cc1ncc(N)cc1C(F)(F)F.S=C(Cl)Cl>>N#Cc1ncc(N=C=S)cc1C(F)(F)F.[H+].[H+].[Cl-].[Cl-],True,N#Cc1ncc(N)cc1C(F)(F)F.S=C(Cl)Cl>>N#Cc1ncc(N=C=S)cc1C(F)(F)F,,rule-based,,[],['USPTO_diff'],,[]
3133,3133,ClCCNCCCl.Nc1cccc2c1CCCC2>>c1cc2c(c(N3CCNCC3)c1)CCCC2.[H+].[H+].[Cl-].[Cl-],True,ClCCNCCCl.Nc1cccc2c1CCCC2>>c1cc2c(c(N3CCNCC3)c1)CCCC2,,rule-based,,[],['USPTO_diff'],,[]
3134,3134,Nc1ccc(Oc2ccc(-c3c[nH]c(COc4ccccc4)n3)cc2)cc1F.S=C(Cl)Cl>>Fc1cc(Oc2ccc(-c3c[nH]c(COc4ccccc4)n3)cc2)ccc1N=C=S.[H+].[H+].[Cl-].[Cl-],True,Nc1ccc(Oc2ccc(-c3c[nH]c(COc4ccccc4)n3)cc2)cc1F.S=C(Cl)Cl>>Fc1cc(Oc2ccc(-c3c[nH]c(COc4ccccc4)n3)cc2)ccc1N=C=S,,rule-based,,[],['USPTO_diff'],,[]
3135,3135,Nc1cc(F)c(Br)c(Cl)c1.S=C(Cl)Cl>>Fc1cc(N=C=S)cc(Cl)c1Br.[H+].[H+].[Cl-].[Cl-],True,Nc1cc(F)c(Br)c(Cl)c1.S=C(Cl)Cl>>Fc1cc(N=C=S)cc(Cl)c1Br,,rule-based,,[],['USPTO_diff'],,[]
3136,3136,Cc1cc(C)c2c(c1O)C(N)C1CCCCC21.O=C(Cl)CCCCl>>Cc1cc(C)c2c(c1O)C(N1CCCC1=O)C1CCCCC21.[H+].[H+].[Cl-].[Cl-],True,Cc1cc(C)c2c(c1O)C(N)C1CCCCC21.O=C(Cl)CCCCl>>Cc1cc(C)c2c(c1O)C(N1CCCC1=O)C1CCCCC21,,rule-based,,[],['USPTO_diff'],,[]
3137,3137,CNS(=O)(=O)c1ccc(N)cc1.S=C(Cl)Cl>>CNS(=O)(=O)c1ccc(N=C=S)cc1.[H+].[H+].[Cl-].[Cl-],True,CNS(=O)(=O)c1ccc(N)cc1.S=C(Cl)Cl>>CNS(=O)(=O)c1ccc(N=C=S)cc1,,rule-based,,[],['USPTO_diff'],,[]
3138,3138,ClCCNCCCl.Nc1ccccc1F>>Fc1ccccc1N1CCNCC1.[H+].[H+].[Cl-].[Cl-],True,ClCCNCCCl.Nc1ccccc1F>>Fc1ccccc1N1CCNCC1,,rule-based,,[],['USPTO_diff'],,[]
3139,3139,CCn1ncc2c(NC3CCOCC3)c(CN)c(C)nc21.O=C(Cl)CCCCCl>>CCn1ncc2c(NC3CCOCC3)c(CN3CCCCC3=O)c(C)nc21.[H+].[H+].[Cl-].[Cl-],True,CCn1ncc2c(NC3CCOCC3)c(CN)c(C)nc21.O=C(Cl)CCCCCl>>CCn1ncc2c(NC3CCOCC3)c(CN3CCCCC3=O)c(C)nc21,,rule-based,,[],['USPTO_diff'],,[]
3140,3140,Cc1cc(N(C)C)ncc1N.S=C(Cl)Cl>>Cc1cc(N(C)C)ncc1N=C=S.[H+].[H+].[Cl-].[Cl-],True,Cc1cc(N(C)C)ncc1N.S=C(Cl)Cl>>Cc1cc(N(C)C)ncc1N=C=S,,rule-based,,[],['USPTO_diff'],,[]
3141,3141,CCN(CC)c1cc(F)c(N)cc1F.S=C(Cl)Cl>>CCN(CC)c1cc(F)c(N=C=S)cc1F.[H+].[H+].[Cl-].[Cl-],True,CCN(CC)c1cc(F)c(N)cc1F.S=C(Cl)Cl>>CCN(CC)c1cc(F)c(N=C=S)cc1F,,rule-based,,[],['USPTO_diff'],,[]
3142,3142,CC(C)(C)OC(=O)N(CCCl)CCCl.Nc1cccc2c1OC(F)(F)C(F)(F)O2>>CC(C)(C)OC(=O)N1CCN(c2cccc3c2OC(F)(F)C(F)(F)O3)CC1.[H+].[H+].[Cl-].[Cl-],True,CC(C)(C)OC(=O)N(CCCl)CCCl.Nc1cccc2c1OC(F)(F)C(F)(F)O2>>CC(C)(C)OC(=O)N1CCN(c2cccc3c2OC(F)(F)C(F)(F)O3)CC1,,rule-based,,[],['USPTO_diff'],,[]
3143,3143,NCCc1ccc(Br)cc1.O=C(Cl)CCCCl>>O=C1CCCN1CCc1ccc(Br)cc1.[H+].[H+].[Cl-].[Cl-],True,NCCc1ccc(Br)cc1.O=C(Cl)CCCCl>>O=C1CCCN1CCc1ccc(Br)cc1,,rule-based,,[],['USPTO_diff'],,[]
3144,3144,CCOC(=O)c1c(N)nn2c(-c3ccc(C(F)(F)F)cc3)c(-c3ccccc3Cl)cnc12.ClCCCCCl>>CCOC(=O)c1c(N2CCCC2)nn2c(-c3ccc(C(F)(F)F)cc3)c(-c3ccccc3Cl)cnc12.[H+].[H+].[Cl-].[Cl-],True,CCOC(=O)c1c(N)nn2c(-c3ccc(C(F)(F)F)cc3)c(-c3ccccc3Cl)cnc12.ClCCCCCl>>CCOC(=O)c1c(N2CCCC2)nn2c(-c3ccc(C(F)(F)F)cc3)c(-c3ccccc3Cl)cnc12,,rule-based,,[],['USPTO_diff'],,[]
3145,3145,CCOC(=O)C(C)(C(=O)OCC)c1ccc(N)cc1.ClCCNCCCl>>CCOC(=O)C(C)(C(=O)OCC)c1ccc(N2CCNCC2)cc1.[H+].[H+].[Cl-].[Cl-],True,CCOC(=O)C(C)(C(=O)OCC)c1ccc(N)cc1.ClCCNCCCl>>CCOC(=O)C(C)(C(=O)OCC)c1ccc(N2CCNCC2)cc1,,rule-based,,[],['USPTO_diff'],,[]
3146,3146,CC(C)(C)OC(=O)N1CC(N)C1.ClCCN(CCCl)Cc1ccccc1>>CC(C)(C)OC(=O)N1CC(N2CCN(Cc3ccccc3)CC2)C1.[H+].[H+].[Cl-].[Cl-],True,CC(C)(C)OC(=O)N1CC(N)C1.ClCCN(CCCl)Cc1ccccc1>>CC(C)(C)OC(=O)N1CC(N2CCN(Cc3ccccc3)CC2)C1,,rule-based,,[],['USPTO_diff'],,[]
3147,3147,Nc1c[nH]c2cccnc12.ON=C(CCl)CCCl>>O/N=C1/CCN(c2c[nH]c3cccnc23)C1.[H+].[H+].[Cl-].[Cl-],True,Nc1c[nH]c2cccnc12.ON=C(CCl)CCCl>>O/N=C1/CCN(c2c[nH]c3cccnc23)C1,,rule-based,,[],['USPTO_diff'],,[]
3148,3148,CN(CCCl)CCCl.NC1=CC2=c3ccccc3=C1C2>>CN1CCN(C2=CC3=c4ccccc4=C2C3)CC1.[H+].[H+].[Cl-].[Cl-],True,CN(CCCl)CCCl.NC1=CC2=c3ccccc3=C1C2>>CN1CCN(C2=CC3=c4ccccc4=C2C3)CC1,,rule-based,,[],['USPTO_diff'],,[]
3149,3149,Nc1ccccc1C(F)(F)F.S=C(Cl)Cl>>FC(F)(F)c1ccccc1N=C=S.[H+].[H+].[Cl-].[Cl-],True,Nc1ccccc1C(F)(F)F.S=C(Cl)Cl>>FC(F)(F)c1ccccc1N=C=S,,rule-based,,[],['USPTO_diff'],,[]
3150,3150,Nc1ccc(Cl)nc1Cl.S=C(Cl)Cl>>S=C=Nc1ccc(Cl)nc1Cl.[H+].[H+].[Cl-].[Cl-],True,Nc1ccc(Cl)nc1Cl.S=C(Cl)Cl>>S=C=Nc1ccc(Cl)nc1Cl,,rule-based,,[],['USPTO_diff'],,[]
3151,3151,C=C[C@@H](C#CC#C[C@H](N)CCCCCCCCC)OC(C)=O.S=C(Cl)Cl>>C=C[C@@H](C#CC#C[C@@H](CCCCCCCCC)N=C=S)OC(C)=O.[H+].[H+].[Cl-].[Cl-],True,C=C[C@@H](C#CC#C[C@H](N)CCCCCCCCC)OC(C)=O.S=C(Cl)Cl>>C=C[C@@H](C#CC#C[C@@H](CCCCCCCCC)N=C=S)OC(C)=O,,rule-based,,[],['USPTO_diff'],,[]
3152,3152,NCC(c1ccccc1)c1ccccc1.S=C(Cl)Cl>>S=C=NCC(c1ccccc1)c1ccccc1.[H+].[H+].[Cl-].[Cl-],True,NCC(c1ccccc1)c1ccccc1.S=C(Cl)Cl>>S=C=NCC(c1ccccc1)c1ccccc1,,rule-based,,[],['USPTO_diff'],,[]
3153,3153,CC(C)(C)OC(=O)N1CCC([Zn+])CC1.Fc1nccnc1I>>CC(C)(C)OC(=O)N1CCC(c2nccnc2F)CC1.[Zn+2].[I-],True,CC(C)(C)OC(=O)N1CCC([Zn+])CC1.Fc1nccnc1I>>CC(C)(C)OC(=O)N1CCC(c2nccnc2F)CC1,,rule-based,,[],['USPTO_diff'],,[]
3154,3154,CCC(CC)c1cc(C)nc2c(I)c(C)nn12.Cc1ccsc1[Zn+]>>CCC(CC)c1cc(C)nc2c(-c3sccc3C)c(C)nn12.[Zn+2].[I-],True,CCC(CC)c1cc(C)nc2c(I)c(C)nn12.Cc1ccsc1[Zn+]>>CCC(CC)c1cc(C)nc2c(-c3sccc3C)c(C)nn12,,rule-based,,[],['USPTO_diff'],,[]
3155,3155,CC1(C[Zn+])COC1.COC(=O)c1nc2n(c1I)C1CC(C1)c1ccc(Br)cc1-2>>COC(=O)c1nc2n(c1CC1(C)COC1)C1CC(C1)c1ccc(Br)cc1-2.[Zn+2].[I-],True,CC1(C[Zn+])COC1.COC(=O)c1nc2n(c1I)C1CC(C1)c1ccc(Br)cc1-2>>COC(=O)c1nc2n(c1CC1(C)COC1)C1CC(C1)c1ccc(Br)cc1-2,,rule-based,,[],['USPTO_diff'],,[]
3156,3156,FC(F)(F)[Zn+].Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>Nc1nc(C(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Zn+2].[I-],True,FC(F)(F)[Zn+].Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>Nc1nc(C(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,rule-based,,[],['USPTO_diff'],,[]
3157,3157,CCC(CC)c1cc(C)nn2c(-c3sc(I)cc3OC)c(C)nc12.[Zn+]c1nccs1>>CCC(CC)c1cc(C)nn2c(-c3sc(-c4nccs4)cc3OC)c(C)nc12.[Zn+2].[I-],True,CCC(CC)c1cc(C)nn2c(-c3sc(I)cc3OC)c(C)nc12.[Zn+]c1nccs1>>CCC(CC)c1cc(C)nn2c(-c3sc(-c4nccs4)cc3OC)c(C)nc12,,rule-based,,[],['USPTO_diff'],,[]
3158,3158,O=C(Nc1ccn(Cc2cc(I)ccc2C(F)(F)F)n1)c1c(F)cccc1F.[Zn+]C1CC1>>O=C(Nc1ccn(Cc2cc(C3CC3)ccc2C(F)(F)F)n1)c1c(F)cccc1F.[Zn+2].[I-],True,O=C(Nc1ccn(Cc2cc(I)ccc2C(F)(F)F)n1)c1c(F)cccc1F.[Zn+]C1CC1>>O=C(Nc1ccn(Cc2cc(C3CC3)ccc2C(F)(F)F)n1)c1c(F)cccc1F,,rule-based,,[],['USPTO_diff'],,[]
3159,3159,C[Zn+].O=C(Nc1ccn(Cc2ccc(I)cc2C(F)(F)F)n1)c1c(F)cccc1F>>Cc1ccc(Cn2ccc(NC(=O)c3c(F)cccc3F)n2)c(C(F)(F)F)c1.[Zn+2].[I-],True,C[Zn+].O=C(Nc1ccn(Cc2ccc(I)cc2C(F)(F)F)n1)c1c(F)cccc1F>>Cc1ccc(Cn2ccc(NC(=O)c3c(F)cccc3F)n2)c(C(F)(F)F)c1,,rule-based,,[],['USPTO_diff'],,[]
3160,3160,CCOC(=O)C[C@@H](/C=C/I)c1ccc(OC2CCCCO2)cc1.[Zn+]Cc1ccccc1>>CCOC(=O)C[C@@H](/C=C/Cc1ccccc1)c1ccc(OC2CCCCO2)cc1.[Zn+2].[I-],True,CCOC(=O)C[C@@H](/C=C/I)c1ccc(OC2CCCCO2)cc1.[Zn+]Cc1ccccc1>>CCOC(=O)C[C@@H](/C=C/Cc1ccccc1)c1ccc(OC2CCCCO2)cc1,,rule-based,,[],['USPTO_diff'],,[]
3161,3161,COc1cccc2cnc(Cl)nc12.[Zn+]c1nccs1>>COc1cccc2cnc(-c3nccs3)nc12.[Zn+2].[Cl-],True,COc1cccc2cnc(Cl)nc12.[Zn+]c1nccs1>>COc1cccc2cnc(-c3nccs3)nc12,,rule-based,,[],['USPTO_diff'],,[]
3162,3162,CC(C)c1ccc(Cl)cn1.[Zn+]c1ccccn1>>CC(C)c1ccc(-c2ccccn2)cn1.[Zn+2].[Cl-],True,CC(C)c1ccc(Cl)cn1.[Zn+]c1ccccn1>>CC(C)c1ccc(-c2ccccn2)cn1,,rule-based,,[],['USPTO_diff'],,[]
